2.000000000000000000e+00 2.141170650720596313e-01
3.000000000000000000e+00 1.738205999135971069e-01
4.000000000000000000e+00 2.099574208259582520e-01
5.000000000000000000e+00 2.075880318880081177e-01
6.000000000000000000e+00 2.217257022857666016e-01
7.000000000000000000e+00 2.153567224740982056e-01
8.000000000000000000e+00 2.134775221347808838e-01
9.000000000000000000e+00 2.038537710905075073e-01
1.000000000000000000e+01 2.017403692007064819e-01
1.100000000000000000e+01 1.841726601123809814e-01
1.200000000000000000e+01 1.733306944370269775e-01
1.300000000000000000e+01 1.463014334440231323e-01
1.400000000000000000e+01 1.198297813534736633e-01
1.500000000000000000e+01 8.538454771041870117e-02
1.600000000000000000e+01 2.860642969608306885e-02
