2.000000000000000000e+00 2.186205983161926270e-01
3.000000000000000000e+00 1.811367869377136230e-01
4.000000000000000000e+00 2.206590324640274048e-01
5.000000000000000000e+00 2.213949412107467651e-01
6.000000000000000000e+00 2.363874614238739014e-01
7.000000000000000000e+00 2.325280606746673584e-01
8.000000000000000000e+00 2.338958084583282471e-01
9.000000000000000000e+00 2.227233350276947021e-01
1.000000000000000000e+01 2.126767039299011230e-01
1.100000000000000000e+01 1.972090303897857666e-01
1.200000000000000000e+01 1.854166686534881592e-01
1.300000000000000000e+01 1.615442186594009399e-01
1.400000000000000000e+01 1.375316977500915527e-01
1.500000000000000000e+01 1.045909672975540161e-01
1.600000000000000000e+01 3.428584337234497070e-02
